alumno.pret;sexo.pret;coleg.pret;curso.pret;grup.pret;pais.pret;ren.mat.pret;ren.leng.pret;ECE1.pret;ECE2.pret;ECE3.pret;ECE4.pret;ECE5.pret;ECE6.pret;ECE7.pret;ECE8.pret;ECE9.pret;ECE10.pret;ECE11.pret;ECE12.pret;ECE13.pret;ECE14.pret;ECE15.pret;ECE16.pret;ECE17.pret;ECE18.pret;ECE19.pret;IEA1.pret;IEA2.pret;IEA3.pret;IEA4.pret;IEA5.pret;IEA6.pret;IEA7.pret;IEA8.pret;IEA9.pret;IEA10.pret;IEA11.pret;IEA12.pret;IEA13.pret;IEA14.pret;IEA15.pret;IEA16.pret;IEA17.pret;IEA18.pret;IEA19.pret;IEA20.pret;IEA21.pret;IEA22.pret;IEA23.pret;IEA24.pret;IEA25.pret;IEA26.pret;IEA27.pret;IEA28.pret;PRE_Emotion_Engage;PRE_Cognitive_Engage;PRE_Behavior_Engage;PRE_Enviroment_Manage;PRE_Information_help_Manage;PRE_Maladapative_Behavior;PRE_Time_Manage;PRE_ENG_EMOC;PRE_ENG_COGN;PRE_ENG_COND;ZPRE_ENG_EMOC;ZPRE_ENG_COGN;ZPRE_ENG_COND;LPA_4perfiles;LPA_3perfiles;Gestión_Entorno;Gestión_Tiempo;Desadaptativo;Gesti_Infor;enviroment_manag;time_manag;maladaptative_behavior;informati_manag
16;2;3;5;3;1;4;5;4;4;4;3;3;4;4;3;2;2;4;4;5;4;2;4;4;4;4;4;4;4;4;5;4;5;4;5;5;1;2;4;4;4;5;4;5;1;1;4;4;2;4;4;1;4;5;-,262243226373036;1,41818267128669;-,763347782943797;,259278519028911;,0899769848908047;,952565558686349;1,35556103179528;3,6;3,71428571428571;3,75;-,010748290019593;1,03438184054982;-,671975326007045;3;2;,128321488857957;1,34496515320393;,514875619745314;,0751979286359613;4,4;4,33333333333333;2,14285714285714;4,14285714285714
18;2;3;5;3;1;4;4;2;4;5;5;4;4;5;5;3;1;5;4;5;4;1;5;4;5;4;5;4;5;4;5;4;5;5;4;1;4;1;5;4;5;4;2;5;1;1;5;4;2;5;5;1;5;5;,822051166798863;,616428733783627;,759609080725187;-,204305630282616;-,0352961685404726;-,668474759912406;1,66263246309933;4,6;3,71428571428571;4,75;1,08688011501194;1,03438184054982;,923966073259706;4;1;,733845952789886;1,52521156880914;,15203726741413;-,438358560478433;4,6;4,66666666666667;2;4,14285714285714
19;2;3;5;3;4;2;3;3;3;5;4;3;3;3;4;3;3; ;2; ;2;1; ;3;4;2;2;5;3;1;5;3; ;2;5;1;5; ;2;3;4;4;2;5;2;2;4;4;3;3;5;4;3;3;-,140594741155522;-,0892261105838658;-,528813051769966;-,613608653769725;-1,65230720459496;-,390570074491472;1,07787280759212;3,60979228486647;2,91645781119465;4;3,41211451769608E-15;-5,75760527393582E-16;-,272989976190358;3;2; ; ; ; ; ;3,66666666666667; ;3
20;1;3;5;3;1;4;4;1;3;5;5;3;4;3;3;1;3;1;1;3;2;3;3;5;5;4;4;3;5;4;5;3;5;1;5;1;1;1;1;3;1;3;3;1;1;1;3;3;2;4;2;3;1;5;,130016108396642;-1,73613141327524;,918149456196668;-1,3192481205466;-,327251043495763;-1,35913719756383;-1,08147505861387;3,4;1,85714285714286;4,75;-,230273971025901;-1,3733991348871;,923966073259706;3;2;-1,23111856125079;-,732547620221358;-1,23138733027484;,268824061811754;3,6;2,77777777777778;1,28571428571429;3,57142857142857
21;2;3;5;3;1;4;4;2;4;5;4;3;2;5;2;1;2;3;4;5;1;1;2;3;4;2;4;4;5;5;4;3;5;4;4;1;4;1;4;3;5;3;2;5;2;2;1;3;5;5;5;1;5;3;-,535403120719472;-,659612781204503;-,0345190142183947;-1,01398345065582;,287857571098074;-,0854165507302078;1,41669745706235;3;2,42857142857143;3,75;-,669325333038516;-,632543450137276;-,671975326007045;3;2;-,121173132344192;1,20247759478085;,488318223375957;-,929791544224771;3,4;4,11111111111111;2,14285714285714;3,57142857142857
22;1;3;5;3;1;5;4;1;2;5;4; ;5;5;4;1;1;4;3;3;1;2;4;5;4;2;4;4;4;3;4;3;3; ;2; ;4;4;4;3;4;4;3;3;1;3;4;4;3;4;4;3;2;4;1,01307840041704;-1,44423979430585;,382178346503108;-,160740973308655;-,199879655209909;,307286459608065;-,754699180847897;3,60979228486647;2;4,5;3,41211451769608E-15;-1,18818521369964;,524980723443018;3;2; ; ; ; ;3,8; ; ;3,42857142857143
24;1;3;5;3;1;4;3;3;3;3;3;3;3;3;3;3; ;3;3;3;3;3;3;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3;4; ;2;4;-,261929012926069;1,09003922320057;-1,9590368077494;-,0569393439164606;-,0147105320070946;,0670630396363446;-,324620830244592;3,2;3,28571428571429;3;-,449799652032208;,478740076987457;-1,86893137545711;3;2; ; ; ; ; ; ; ; 
1;1;3;6;1;11;3;3;3;4;2;5;3;2;4;2;1;3;5;2;3; ;4;1;5;3;2;3;4;2;5;5;3;3;2;4;2;4;3;2;4;2;3;2;5;2;2;4;3;1;3;3;4;3;2;-,0947126726364782;-,117830579351606;-1,37670205761562;-1,02032502522008;-,919541415101745;,449236129365222;,696324194497462;3;2,91645781119465;3;-,669325333038516;-5,75760527393582E-16;-1,86893137545711;3;2;-1,75727580790495;,0886679302345201;,802464594478846;,532111853375165;3,4;3,11111111111111;2,71428571428571;3,57142857142857
2;2;3;6;1;1;2;3;2;4;5;5;3;3;3;4;1;3;5;4;4;1;1;5;4;4;2;4;4;5;4;4;3;3;2;5;1;4;3;3;4;3;2;3;1;1;3;3;5;4;3;4;1;4;3;,0956385521597818;-,33462844205755;,444341448910064;-1,34215958294607;,693470175288372;-,635290788516827;-,490954864494722;3,8;2,71428571428571;4,25;,208777390986714;-,262115607762365;,12599537362633;3;2;-,196772134495128;-,554921774980989;,495807411788395;,162201797297545;3,2;3,33333333333333;2,28571428571429;3,57142857142857
3;2;3;6;1;1;5;5;3;5;5;5;4;5;5;4;2;2;5;4;5;2;1;5;5;5;5;5;5;5;5;5;5;4;3;5;1;1;2;1;5;5;5;5;5;1;2;4;5;1;5;5;2;4;5;,568085029488222;,672313006138421;1,34471889507627;,376459052508914;1,31011897545942;-,328788838920688;,646815892707165;4,6;3,71428571428571;5;1,08688011501194;1,03438184054982;1,32295142307639;4;1;,054603440848846;,984387023501691;-,561421260441542;1,31481282516697;4,6;4,66666666666667;1,42857142857143;5
4;2;3;6;1;1;4;1;3;2;5;4;1;4;3;3;1;5;3;1;4;4;1;1;3;4;3;4;4;4;4;4;3;1;1;4;1;2;2;4;4;5;4;3;1;3;2;3;3;1;3;4;2;3;4;-1,41016774230564;-,461270478903917;,236230869613886;-,512602843286366;,7095276339583;,0869289164626141;-1,25258485083937;2,2;2,42857142857143;4,25;-1,54742805706375;-,632543450137276;,12599537362633;2;3;-,0740341628208624;-1,04487407189536;,174367668575941;,0559990338644552;3,2;2,88888888888889;2,28571428571429;4,14285714285714
5;2;3;6;1;1;5;5;4;5;5;5;5;5;5;4;3;1;5;5;5;4;1;5;5;5;3;4;4;5;4;5;4;5;3;3;1;4;2;1;5;5;4;5;3;1;1;4;5;1;5;4;3;5;5;,847017371807873;1,3343675101268;,790075832824584;-,498683682822429;1,40012920451086;-,977237356863557;-,138826234880316;4,8;4,14285714285714;5;1,30640579601825;1,59002360411219;1,32295142307639;4;1;-,278949496059864;,21500578609899;-,382578956811585;1,69245048594724;4,2;4,11111111111111;1,85714285714286;4,85714285714286
7;2;3;6;1;1;4;4;2;2;5; ;3;4;4;3;2;3;2;3;3;2;2;3;3;3;4;3;4;4;3;4;3;4;3;4;2;2;2;2;4;4;3;4;3;2;4;4;3;2;4;4;3;3;4;-,40731787301705;-,372067939524902;-,189872700562401;-1,10633393999327;,492044193412252;,75895161536975;-,0105998677516323;3,2;2,42857142857143;4,17105263157895;-,449799652032208;-,632543450137276;8,5048842596085E-15;3;2;-1,08222287772519;,261501871763289;,509329139853428;,559659506133787;3,6;3,44444444444444;2,42857142857143;3,85714285714286
8;2;3;6;1;1;4;4;1;1;5;4;2;4;2;2;1;4;1;1;1;1;1;2;3;4;2;3;3;4;4;4;3;3;4;4;2;1;3;2;1;1;3;3;2;3;1;2;1;4;2;3;2;3;4;-1,0150275664534;-1,97627909024987;,0276816745479429;-1,35713770204509;-1,31391159585955;-,175542368869778;,511009911906379;2,2;1,14285714285714;4,25;-1,54742805706375;-2,29946874082438;,12599537362633;2;3;-1,57300550918086;,309803609792608;-,0856069752470458;-1,51224561101334;2,8;2,88888888888889;2;2,71428571428571
9;2;3;6;1;1;4;4;1;2;5;5;3;5;3;2;2;4;3;1;5;1;1;3;3;5;4;5;5;5;5;5;5;5;5;5;1;1;3;3;5;5;5;3;5;1;2;5;5;3;5;5;1;5;5;-,810673106700351;-1,19351687803118;1,25668368713958;,355997310484774;,739030577734633;-,241373355008921;1,57765243617759;2,8;2;5;-,888851014044823;-1,18818521369964;1,32295142307639;3;2;,890355854093583;1,71840739186892;,323652837043352;,157309589967457;5;5;1,71428571428571;4,42857142857143
10;2;3;6;1;1;3;4;3;5;5;5;1;5;3;3;1;5;1;1;5;1;1;1;2;5;2;2;4;4;4;4;3;1;1;4;1;2;3;4;4;5;5;5;4;3;2;1;3;1;2;4;2;3;5;-1,72738658470204;-1,07077795692109;1,3713712113153;-,980827620391437;,972969460663855;,0256688916156796;-,312092556416625;2;2;5;-1,76695373807005;-1,18818521369964;1,32295142307639;2;3;-,882238169117452;-,400494817809781;,0750474100174609;,24676620672667;2,6;3,22222222222222;2,42857142857143;4,42857142857143
11;2;3;6;1;1;4;4;3;3;5;4;5;4;5;3;3;2;3;4;3;4;1;4;5;1;3;4;5;5;4;3;4;4;2;4;1;3;2;4;5;5;5;3;3;1;1;3;4;3;5;5;3;5;5;,858253780675109;,685497622394398;-1,29611822731369;,261487598126726;,802841118859657;-,880162729936327;-,142986697876755;4,4;3,28571428571429;3,5;,867354434005637;,478740076987457;-1,07096067582373;3;2;1,03178296897779;,311050025660617;,199096869431596;-,372619162905181;4,2;4,11111111111111;2,14285714285714;4
12;1;3;6;1;1;4;3;4;4;3;2;3;4;4;3;3;3;3;3;2;4;2;4;4;3;2;3;4;4;5; ;4;4;4;3;2; ;5;5;4;4;4;3;4;5;2;2;4;2;3;4;4;3;5;,213021463922761;1,22587540754196;-2,35322005205196;-,65400170380269;,201313918743532;1,50340370513509;,505783928581036;3,6;3,28571428571429;3;-,010748290019593;,478740076987457;-1,86893137545711;3;2; ; ; ; ;3,4;3,77777777777778; ; 
14;2;3;6;1;1;5;5;5;5;5;5;3;5;5;3;2;3;3;2;5;4;1;5;5;5;4;3;4;4;4;5;5;4;4;5;1; ;1;1;5;5;5;5;5;1;4;3;3;1;1;5;3;3;5;,232196742288884;,710304155817765;1,05528658417672;-,928225774508208;1,22973321292361;,210915373943919;,922093039412939;4,2;3,57142857142857;5;,64782875299933;,849167919362369;1,32295142307639;4;1; ; ; ; ;3,8;4; ;4,71428571428571
15;2;3;6;1;1;3;4;4;4;5;5;5;5;5;5;4;2;2;2;2;3;1;5;4;5;5;5;5;4;4;4;4;4;5;5;2;2;2;5;5;5;5;5;5;3;1;5;5;1;5;5;2;5;2;1,14007440780767;,54385588520773;,472755262127187;,731828835780527;,419122104383853;,47001330596475;1,7081317998774;4,8;3,42857142857143;5;1,30640579601825;,663953998174913;1,32295142307639;4;1;,557289442121437;1,15812320803372;,915876125146782;,710631298052554;4,8;4,55555555555556;2,42857142857143;4,57142857142857
16;2;3;6;1;1;3;4;5;3;5;5;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,34962481861511;1,07139712975338;-,334246268125582;-1,1225158886241;-,614103215344191;1,29766249886583;,0907204249141975;2,6;3,28571428571429;4;-1,10837669505113;,478740076987457;-,272989976190358;3;2;-1,24251850705386;,0480841807377726;1,33547397374956;-,476971544291088;3;3;3;3
17;2;3;6;1;1;3;4;2;5;5;5;2;4;4;3;1;3;2;1;3;2;1;3;3;5;4;3;4;5;4;5;4;3;2;5; ;2;1;5;5;5;5;4;3;2;5;3;3;1;4;5;1;4;3;-,739719059596952;-,877634685154937;1,34444837433427;-,707733295809246;1,6569879332214;1,04348317350944;-,164306217082162;3;2,42857142857143;4,75;-,669325333038516;-,632543450137276;,923966073259706;3;2; ; ; ; ;3,6;3,66666666666667; ;4,71428571428571
19;1;3;6;1;1;2;5;2;4;5;4;4;5;5;3;4;4;3;5;5;4;5;5;5;5;1;4;4;3;4;5;4;3;2;4;3;3;4;5;5;5;5;4;3;5;4;3;3;4;5;5;3;5;4;,883727345601091;,398448651409504;,111204917669682;,27096718561982;,756034732793301;2,6225424392931;-,00302812372179901;4,4;3,28571428571429;4,75;,867354434005637;,478740076987457;,923966073259706;4;1;,640545500561121;,743944748821039;2,58214410936628;-,298020134470182;3,8;3,88888888888889;3,85714285714286;4
21;1;3;6;1;1;3;3;2;3;4;4;3;3;3;3;2;3;3;3;2;3;2;3;3;4;2;4;3;3;4;3;3;3;2;2;3;1;3;3;2;2;3;2;2;3;3;3;3;2;3;3;3;3;3;-,381472096366394;-,187207258190865;-,745755915584152;-,558014537189697;-1,00521593030415;1,45402006186663;-,808398037637871;3;2,57142857142857;3,75;-,669325333038516;-,44732952894982;-,671975326007045;3;2;-1,02835646904466;-,516550698891948;,93437294751028;-,655922501072095;3,2;2,66666666666667;2,71428571428571;2,85714285714286
22;2;3;6;1;1;2;4;3;5;4;5;1;3;1;3;2;5;3;2;4;1;1;2;3;4;4;2;5;5;5;3;1;5;5;5;1;1;3;4;5;2;5;3;1;1;1;3;4;1;3;5;1;3;5;-1,83073917106714;,325874731901205;,110853867205921;-,797270783956182;,533446419026236;-1,24630435430044;,0941329258538264;2;2,85714285714286;4;-1,76695373807005;-,0769016865749092;-,272989976190358;2;3;-,0670621680404349;-,460441206925239;-,616396700472322;,301699348376856;4;3,55555555555556;1,71428571428571;4
23;2;3;6;1;1;3;5;2;4;5;5;3;4;3;4;1;3;2;4;5;1;3;2;3;4;3;5;5;5;5;5;4;5;5;4;1;1;3; ;5;4;4;5;4;1;3;3;5;1;4;5;2;4;5;-,663424427706252;-,624997046156504;,615039463391918;,118060048613348;1,23229557879763;-,00960322220541854;,628465036022734;3;2,42857142857143;4,5;-,669325333038516;-,632543450137276;,524980723443018;3;2; ; ; ; ;4,4;4,44444444444444; ;4,85714285714286
24;2;3;6;1;1;4;4;1;3;5;5;3;4;5;4;1;4;4;3;5;4;1;3;3;4;2;4;4;5;4;5;4;3;3;5;1;2;3;2;3;4;4;3;3;3;1;2;4;3;4;5;1;3;3;,0796119903766225;-,841412893304024;,724861463981819;-,591543419620621;-,0512953114847111;-,345614225533585;,433182496312983;3,6;2,57142857142857;4,5;-,010748290019593;-,44732952894982;,524980723443018;3;2;-,300515109552547;,396593047722943;-,132242802605576;-,419589252702355;3,4;3,77777777777778;1,85714285714286;3,85714285714286
25;1;3;6;1;1;4;4;2;4;4;4;3;3;4;3;2;3;3;3;2;3;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;3;3;4;3;-,323791008241162;,123831298359819;-,806056364344273;,0118542661396044;,00306260222673299;-,0139619297536417;,0675831762625259;3,2;2,85714285714286;3,5;-,449799652032208;-,0769016865749092;-1,07096067582373;3;2; ; ; ; ; ; ; ; 
26;2;3;6;1;1;2;3;3;2;3;4;2;4;3;2;4;3;2;5;4;3;4;2;4;1;4;3;4;3;3;5;3;4;2;4;3;4;3;2;3;3;4;2;3;3;3;4;3;3;3;2;3;3;3;-,985949811513027;1,45436703844179;-2,2019444780646;-,371641110490241;-,965696000442561;1,34491031709275;,015742759851618;2,6;3,28571428571429;3;-1,10837669505113;,478740076987457;-1,86893137545711;3;2;-,555738878674665;-,293865778413013;1,52220245471392;-,215721146436971;3,8;2,88888888888889;3;3,14285714285714
1;2;3;6;2;1;5;4;2;3;4;4;5;4;5;3;2;1;4;3;4;4;2;4;5;4;3;4;4;4;4;4;4;4;3;4;2;2;1;5;4;3;5;4;3;1;2;5;4;2;5;4;2;4;5;1,09228498920297;-,0877243713041304;-,499687480226363;,0215216743936733;,145019436368759;-,132070138095493;,087549599797607;4,4;3;4;,867354434005637;,108312234612546;-,272989976190358;3;2;,441749872715794;,553170781906901;,152297862128133;-,121294827758096;4,4;4;2,14285714285714;3,85714285714286
2;2;3;6;2;1;3;5;2;4;5;5;3;4;3;2;1;3;3;3;4; ;2;2;4;3;3;4;4;5;2;4;4;4;2;4;1;2;1;4;5;4;4;5;1;1;1;4;5;3;3;5;2;4;5;-,942683496440898;-,328375418575935;,494610999715256;-,354320815057938;,753065844480732;-1,33966416979383;-,850952854418176;2,8;2,91645781119465;4,25;-,888851014044823;-5,75760527393582E-16;,12599537362633;3;2;,739828751142506;-,115350955489705;-,3990886612648;-,228734662155433;4;3,66666666666667;1,71428571428571;4
3;2;3;6;2;4;5;4;2;5;5;5;3;5;5;3;2;2;5;5;5;4;1;5;5;5;4;5;5;5;4;5;3;5;5;5;1;1;1;2;5;4;5;5;5;1;1;5;5;1;5;5;1;5;5;,103699709879839;,81826510553023;1,45110121066415;,541974133664766;,49482320343829;-,812794774129935;1,61011306066423;4,2;3,85714285714286;5;,64782875299933;1,21959576173728;1,32295142307639;4;1;,406974156359379;1,27498440099631;-,842533363463281;,710118956678409;5;4,77777777777778;1,14285714285714;4,71428571428571
4;1;5;6;2;1;2;2;4;3;2;3;2;4; ;2;5;3;1;3;2;4;2;3;1;4;1;4;4;5;3;3;4;2;3;2;4;2;4;3;5;2;5;2;3;3;2;3;5;2;4;2;3;5;3;-,957931172729884;1,328495970574;-2,4943930507591;,890747334501773;-,539126776253822;1,56542657438991;-,0492173019534867;3,60979228486647;3;3,25;3,41211451769608E-15;,108312234612546;-1,46994602564042;3;2;,133908989207194;-,149837909071709;1,55306642049583;-,219757809052687;3,6;3,44444444444444;3;3,42857142857143
5;1;3;6;2;1;4;4;3;3;5;3;3;4;5;4;4;2;4;4;5;1;1;4;1;4;5;4;4;5;3;5;5;4;4;5;1;5;1;2;5;5;4;5;3;1;1;5;5;1;4;5; ;4;5;-,640151000485457;1,24667624415383;-,371312183365547;-,713007414773212;1,01442394806529;-1,1549548870722;,624216880423682;3,4;3,42857142857143;4;-,230273971025901;,663953998174913;-,272989976190358;3;2; ; ; ; ;4,2;4,44444444444444; ;4,71428571428571
6;2;3;6;2;1;4;4;1;3;4;2;1;5;3;1;1;2;1;1;4;1;2;1;1;4;1;5;3;5;1;5;2;1;1;5;2;5;5;1;3;2;4;3;1;2;2;4;1;4;4;3;1;4;1;-1,96750543383371;-1,3741185912713;-,583662117623699;,00192553682252488;-1,03575511235296;-,296769846599268;-,431397205107423;1,4;1,28571428571429;3,75;-2,42553078108898;-2,11425481963692;-,671975326007045;2;3;,208317144368468;-1,47922565656516;,843041137585269;-,695889115358378;3,4;2,44444444444444;2,57142857142857;3
7;1;3;6;2;1;5;4;5;5;4;5;4;4;4;2;1;2;3;3;4;3;1;4;4;2;2;5;5;5;5;3;3;4;1;2;2;3;4;4;3;4;5;3;2;1;2;4;2;2;5;2;2;1;3;-,1952279298575;,676419255070783;-,616891224230692;,944024805478647;,535563123352911;,257300168223294;-2,22803376577255;3,6;3,14285714285714;3,75;-,010748290019593;,293526155800002;-,671975326007045;3;2;1,22889024085601;-2,44846671157578;,979715262855291;,743249374540489;4,6;2,33333333333333;2,57142857142857;3,85714285714286
8;2;3;6;2;1;3;3;5;4;5;5;3;5;4;4;2;3;3;3;5;3;1;3;3;4;5;4;4;5;3;4;4;5;2;2;1;3;2;3;4;4;2;4;4;1;2;1;2;2;4;3;1;2;3;-,731447235867799;1,05867687998403;,712342011998199;-,951971424872014;,419426129269969;-,54435173303447;-,707877186302568;3,4;3,57142857142857;4,75;-,230273971025901;,849167919362369;,923966073259706;3;2;-,657375457687749;-,957757525731093;-,377871894631744;,51544447321044;3,2;2,88888888888889;1,85714285714286;4
9;1;3;6;2;1;4;4;4;5;4;4;4;4;3;3;2;2;4;3;3;2;2;4;3;4;4;5;4;4;3;5;3;4;4;4;2;2;1;2;5;4;4;4;3;2;1;5;4;3;4;4;2;4;4;-,525731022050983;1,06339372526137;-,280772446431081;,142630085581518;,0748159040333204;-,0653020009491375;,494360470943836;3,4;3,42857142857143;4;-,230273971025901;,663953998174913;-,272989976190358;3;2;,262411221464569;,526503941380021;,128533331862801;-,0253168111273329;4,4;3,77777777777778;1,71428571428571;4
10;2;3;6;2;1;5;5;2;3;5;5;5;5;5;3;2;3;4;2;5;5;1;5;5;5;5;5;5;5;5;5;4;5;2;5;1;2;1;1;5;5;5;5;2;1;1;2;4;1;5;5;2;5;5;,912965853430574;-,0393206062351851;1,09564364252822;,419663498927755;1,62747020801943;-,955951327303912;-,448021924347568;4,6;3,28571428571429;5;1,08688011501194;,478740076987457;1,32295142307639;4;1;,380223533532252;-,11426105517801;-1,1158670898402;1,33868576263151;4,4;4,11111111111111;1,28571428571429;5
11;2;3;6;2;1;4;3;1;5;5;5;4;5;5;3;1;3;5;5;5;5;1;3;3;3;5;5;5;5;5;5;3;3;3;5;5;3;3;3;3;3;3;5;5;1;1;5;5;1;3;3;3;3;5;-,634280565112815;,850441911900091;1,17159065824179;,397072700805732;,30836018041004;,891412951332108;,71821737104571;3,6;3,85714285714286;4,5;-,010748290019593;1,21959576173728;,524980723443018;4;1;-,314336757669437;,421940768318148;,943766059613793;1,17782326450334;4,2;3,88888888888889;2,71428571428571;4,42857142857143
12;2;3;6;2;1;5;4;2;3;3;3;3;3;3;3;1;4;2;1;2;1;5;2;3;2;1;2;4;4;4;3;1;4;4;4;3;2;4;4;2;4;4;2;2;2;4;4;1;4;2;2;5;2;3;-,105892762379883;-1,16325992694473;-2,18074654967923;-1,18466817483697;-,0102849559097597;1,23998217806306;-,138191171360885;2,8;1,57142857142857;2,75;-,888851014044823;-1,74382697726201;-2,2679167252738;1;3;-,990411348119989;-,592319099716914;2,20810372248404;-,195385318523702;3,6;2,33333333333333;3,42857142857143;3
13;1;3;6;2;1;5;4;1;4;4;4;2;5;2;2;1;5;3;1;2;2;3;2;2;4;1;4;5;4;2;5;2;4;1;5;2;5;2;1;4;3;5;3;2;1;2;3;3;1;2;4;1;2;1;-1,49928387048177;-1,0627470110362;,236545070416698;,584142709081276;-,63422664939747;-,271060250990393;-,83895842904004;2;1,85714285714286;4,25;-1,76695373807005;-1,3733991348871;,12599537362633;2;3;,345441380727564;-2,05263196558492;-,0538524235086745;,566880168749191;4,2;2,44444444444444;2;3,71428571428571
14;2;3;6;2;1;4;4;2;4;5;5;4;5;5;5;1;3;5;5;5;3;1;5;5;5;5;5;5;5;5;5;5;5;4;5;2;1;1;5;5;4;5;5;5;2;1;5;5;2;4;5;1;5;5;,869109772543662;,314185740822852;1,35891901969845;,669528488675722;,808179616976716;,0476340482515927;1,28595849352198;4,8;3,57142857142857;5;1,30640579601825;,849167919362369;1,32295142307639;4;1;,966410361827614;1,52776921988313;,235265979004295;,341013926297155;5;4,77777777777778;1,85714285714286;4,71428571428571
15;2;3;6;2;1;2;3;3;5;5;5;4;5;5;3;5;3;5;3;4;4;1;4;5;3;3;5;5;4;1;5;5;4;5;5;4;3;1;4;3;5;5;3;5;1;5;5;5;3;3;5;1;5;5;,365229694168387;1,31827161879407;,181925673871927;1,21284845644041;-,822009496988073;1,96049587408927;1,7639184687586;4,2;4;4,5;,64782875299933;1,40480968292473;,524980723443018;4;1;1,15997380009741;1,86399327281961;1,35983010489267;-1,12723081568932;4,8;4,77777777777778;2,71428571428571;3,42857142857143
16;1;3;6;2;1;4;4;1;3;5;5;3;5;5;3;1;3;3;3;5;3;1;3;3;5;3;5;5;5;5;5;3;3;2;3;2;3;2;3;4;5;5;5;3;2;2;2;3;2;3;3;1;3;3;-,250628991945799;-,974650279268704;1,3792456516157;,81167481027964;1,32924529112349;,505616356031122;-1,06096166162182;3,4;2,42857142857143;5;-,230273971025901;-,632543450137276;1,32295142307639;3;2;,647467366091731;-1,49198280859529;,43409035360584;1,17880355318919;4;2,88888888888889;2,14285714285714;4,71428571428571
18;2;3;6;2;1;2;2;1;5;5;3;1;5;2;4;1;2;5;1;4;4;1;1;4;4;4;5;1;5;4;4;3;2;2;5;1;5;2;2;4;5;2;3;5;1;4;2;1;1;2;3;2;3;2;-1,40351905483548;-,0524805380414354;,6792370133894;-2,4800235994409;1,05668526199784;,110205138680318;,820271100080579;2,4;3;4,25;-1,32790237605744;,108312234612546;,12599537362633;3;2;-2,44075453201161;-,227573030136489;,462310425813797;1,31790228956835;2,4;2,88888888888889;2,42857142857143;4,28571428571429
19;2;3;6;2;1;4;5;2;4;5;4;4;5;4;4;2;1;3;4;4;2;1;4;5;4;5;3;5;5;4;3;2;5;4;4;1;3;1;1;4;5;4;4;2;1;2;5;4;2;4;4;3;4;4;,453554691233553;,185231333972374;,396532172803847;-,662727549744137;1,11500422879049;-,757531878889344;-,102386461065965;4,2;3,14285714285714;4,5;,64782875299933;,293526155800002;,524980723443018;4;1;-,295126400560634;-,205238856711688;-,145973352916857;1,06167250122135;4,4;3,55555555555556;1,71428571428571;4,14285714285714
20;1;3;6;2;1;4;2;2;3;5;3;1;3;1;1;1;4;3;2;3;2;2;2;2;4;4;3;4;4;3;4;3;3;2;4;1;4;2;1;2;4;4;3;2;2;3;3;2;3;2;3;2;2;3;-2,54064442397164;,00236721998664949;-,0474969809550963;-,858331619512965;-,269622164033577;-,0598064126675278;-,686768385671231;1,4;2,42857142857143;3,75;-2,42553078108898;-,632543450137276;-,671975326007045;2;3;-,721609792785057;-1,03926257499422;,227651159571384;-,191514184375458;3,4;2,55555555555556;2,14285714285714;3,28571428571429
21;1;3;6;2;1;5;4;1;5;5;5;4;5;3;4;1;3;3;1;5;1;1;3;3;5;3;5;5;5;3;5;1;1;1;5;1;1;1;1;5;5;5;5;1;1;1;1;5;1;5;5;1;1;5;-,153892590499118;-1,35481018382996;1,40964103221977;,52228092049986;1,13085258335832;-1,00690496136739;-1,73974343314139;3,4;2,14285714285714;5;-,230273971025901;-1,00297129251219;1,32295142307639;3;2;,535473972303549;-1,61754897115958;-1,67882948121336;,605963004335508;3,4;3,22222222222222;1;4,71428571428571
22;2;3;6;2;1;4;4;2;1;4;4;3;5;4;4;1;3;2;2;3;1;3;2;3;3;2;1;3;5;5;5;3;5;1;5;4;5;3;5;5;5;3;3;5;3;2;3;3;3;3;4;3;2;2;,0747447440396267;-1,42731061285888;-,661996711846032;-2,42428432862738;1,52127069490553;1,26052769644057;,321215512356827;3,2;1,57142857142857;4;-,449799652032208;-1,74382697726201;-,272989976190358;3;2;-1,40510320718423;,274307428667955;2,1449643571985;1,30065842584788;3;3,11111111111111;3,57142857142857;4,42857142857143
23;2;3;6;2;1;3;3;3;4;4;5;3;3;4;3;1;2;2;2;5;4;2;3;4;3;2;3;4;5;4;3;2;4;1;5;1;3;2;3;5;4;5;3;4;2;2;4;4;2;4;3;2;3;4;,0523315869611518;-,447884140734563;-,549954306536686;-,661712588116128;,638324456760376;-,28974784410515;-,00522713552946585;3,4;2,57142857142857;3,75;-,230273971025901;-,44732952894982;-,671975326007045;3;2;-,0660338589956658;-,430936221764998;,442644302061145;,496191312361201;4;3,33333333333333;2,14285714285714;4
