name,InDegree,OutDegree,Closeness_total,Betweenness,Eigen,Diffusion.degree,Coreness,Cross_clique_connectivity
277,1,5,0.000857632933104631,5.11733080569154,0.0357901986127777,472,5,12
278,0,5,0.00102880658436214,298.4194981823,0.0326629191235532,1047,4,11
279,8,4,0.00101419878296146,716.850616314548,0.0290905950068783,859,8,23
280,0,3,0.000977517106549365,0,0.0308611229313706,614,3,4
281,5,3,0.00102459016393443,130.555162949713,0.0301679928900587,1015,7,21
282,0,1,0.000691562932226833,0,0.000489627119261808,9,1,2
283,0,1,0.000681198910081744,0,0.000222206930400921,3,1,2
284,1,1,0.000972762645914397,440,0.0149082630215877,584,1,3
285,2,4,0.000771010023130301,2.96810698798131,0.0085748162222696,152,6,9
286,2,0,0.000712250712250712,2.34487734487735,0.00141456751272941,19,2,3
287,3,1,0.00077639751552795,92.1185201113905,0.00699377744022545,119,4,5
288,0,2,0.000714796283059328,8.54593519507313,0.00162071614670184,32,2,3
289,0,3,0.000730994152046784,19.5988152801642,0.00183963946328788,45,3,4
290,0,1,0.000712250712250712,0,0.00137481523897308,27,1,2
291,0,1,0.000712250712250712,0,0.00137481523897308,27,1,2
292,1,1,0.000973709834469328,0,0.0161677026267183,605,2,4
293,2,1,0.000843881856540084,13.0353242481162,0.0136698219436445,399,3,5
294,0,1,0.000685400959561344,0,0.000704564971267711,8,1,2
295,4,1,0.000975609756097561,486.236971024838,0.0174085356596787,615,3,9
296,0,1,0.00068259385665529,0,0.000259473371653743,6,1,2
297,0,2,0.000972762645914397,0,0.0151644244098235,588,2,4
298,0,3,0.00102040816326531,0,0.0276800357631767,955,3,8
299,0,2,0.000973709834469328,0,0.0154644418588029,593,2,4
300,12,3,0.00105042016806723,602.568510168239,0.044948375976292,1257,10,71
301,11,3,0.0010351966873706,86.415496621566,0.0580706105650102,1060,8,38
302,1,4,0.00098135426889107,0.787883358471594,0.0470691626959803,638,5,6
303,5,2,0.00102880658436214,228.967215893217,0.0361830491621676,1087,5,24
304,0,2,0.000971817298347911,0,0.0154442576143435,590,2,4
305,1,1,0.000977517106549365,0,0.0172220389222902,630,2,4
306,4,0,0.000745156482861401,39.8290067136508,0.00209529907116592,55,3,5
307,3,3,0.000841750841750842,50.7875402411001,0.0319331043973994,350,4,6
308,8,0,0.00099601593625498,87.8979307425667,0.0290549708116331,806,8,19
309,0,1,0.000733675715333823,0,0.00220536083656102,43,1,2
310,29,1,0.00102986611740474,2616.67294262907,0.0661528288773997,933,10,56
311,0,1,0.000708717221828491,0,0.000986004675454065,31,1,2
312,0,1,0.000708717221828491,0,0.000986004675454065,31,1,2
313,0,1,0.000708717221828491,0,0.000986004675454063,31,1,2
314,0,2,0.00098135426889107,0,0.0158909557136238,613,2,4
315,0,2,0.000712250712250712,1.36722673461804,0.00187591132713935,45,2,4
316,0,1,0.000708717221828491,0,0.000986004675454062,31,1,2
317,1,5,0.00102669404517454,10.9665121118786,0.0425214962522172,958,6,10
318,2,2,0.00102249488752556,0,0.042445964311316,959,4,8
319,2,2,0.000839630562552477,31.5933013256988,0.0119802459665652,358,4,6
320,0,3,0.0010183299389002,37.8212623229058,0.0265007879082047,930,3,8
321,1,1,0.000710227272727273,1.7393137254902,0.0018206017021584,29,2,3
322,4,1,0.000992063492063492,271.373240248473,0.0253975703525475,743,4,11
323,1,2,0.0008424599831508,0,0.0210793383686478,342,3,4
324,4,0,0.000978473581213307,38.9226972383988,0.0171458495422093,631,4,8
325,1,1,0.000975609756097561,0,0.0155749043813416,598,2,4
326,0,3,0.00101626016260163,0,0.025997158618912,931,3,8
327,0,1,0.000718390804597701,0,0.000669953343171877,16,1,2
328,0,1,0.000708717221828491,0,0.000687664913342213,9,1,2
329,3,6,0.00102354145342886,84.0661913908338,0.0729963596349088,984,8,18
330,1,2,0.0009765625,199.538223894667,0.0150082858963354,592,3,4
331,2,4,0.000974658869395711,0.333333333333333,0.0608536110809024,610,6,6
