Time,User full name,Affected user,Event context,Component,Event name,Description,Origin,IP address
"12/07/18, 12:09",-,-,Turnitin Assignment 2: Assignment 2 Submission (07 July),Turnitin Assignment 2,List Submissions,User viewed their submission inbox at course: 567,web,192.168.99.3
"12/07/18, 12:08",-,-,Course: Business Technology Management(Spring 2018 - S18 COMP 30009),System,Course viewed,The user with id '1332' viewed the course with id '567'.,web,192.168.99.3
"10/07/18, 11:16",-,-,Course: Business Technology Management(Spring 2018 - S18 COMP 30009),System,Course viewed,The user with id '2602' viewed the course with id '567'.,web,192.168.99.3
"10/07/18, 06:00",-,-,Course: Business Technology Management(Spring 2018 - S18 COMP 30009),System,Course viewed,The user with id '2900' viewed the course with id '567'.,web,192.168.99.3
"10/07/18, 05:59",-,-,Turnitin Assignment 2: Assignment 2 Submission (07 July),Turnitin Assignment 2,List Submissions,User viewed their submission inbox at course: 567,web,192.168.99.3
"10/07/18, 05:59",-,-,Course: Business Technology Management(Spring 2018 - S18 COMP 30009),System,Course viewed,The user with id '2900' viewed the course with id '567'.,web,192.168.99.3
"9/07/18, 21:19",-,-,Turnitin Assignment 2: Presentation on Task 3 and Task 4,Turnitin Assignment 2,List Submissions,User viewed their submission inbox at course: 567,web,192.168.99.3
"8/07/18, 22:40",-,-,Course: Business Technology Management(Spring 2018 - S18 COMP 30009),System,Course viewed,The user with id '1772' viewed the course with id '567'.,web,192.168.99.3
"8/07/18, 22:40",-,-,Turnitin Assignment 2: Assignment 2 Submission (07 July),Turnitin Assignment 2,List Submissions,User viewed their submission inbox at course: 567,web,192.168.99.3
"8/07/18, 10:33",-,-,Turnitin Assignment 2: Assignment 2 Submission (07 July),Turnitin Assignment 2,List Submissions,User viewed their submission inbox at course: 567,web,192.168.99.3
"8/07/18, 10:32",-,-,Course: Business Technology Management(Spring 2018 - S18 COMP 30009),System,Course viewed,The user with id '2583' viewed the course with id '567'.,web,192.168.99.3
"8/07/18, 10:03",-,-,Turnitin Assignment 2: Assignment 2 Submission (07 July),Turnitin Assignment 2,List Submissions,User viewed their submission inbox at course: 567,web,192.168.99.3
"8/07/18, 10:02",-,-,Course: Business Technology Management(Spring 2018 - S18 COMP 30009),System,Course viewed,The user with id '1772' viewed the course with id '567'.,web,192.168.99.3
"8/07/18, 09:10",-,-,Course: Business Technology Management(Spring 2018 - S18 COMP 30009),System,Course viewed,The user with id '2900' viewed the course with id '567'.,web,192.168.99.3
"8/07/18, 09:10",-,-,Turnitin Assignment 2: Presentation on Task 3 and Task 4,Turnitin Assignment 2,List Submissions,User viewed their submission inbox at course: 567,web,192.168.99.3
"8/07/18, 09:10",-,-,Course: Business Technology Management(Spring 2018 - S18 COMP 30009),System,Course viewed,The user with id '2900' viewed the course with id '567'.,web,192.168.99.3
"8/07/18, 09:10",-,-,Turnitin Assignment 2: Assignment 2 Submission (07 July),Turnitin Assignment 2,List Submissions,User viewed their submission inbox at course: 567,web,192.168.99.3
"8/07/18, 09:10",-,-,Course: Business Technology Management(Spring 2018 - S18 COMP 30009),System,Course viewed,The user with id '2900' viewed the course with id '567'.,web,192.168.99.3
