RollNumber,ApplicantName,Online C,Online O
Student 181,xxxxxxxxxx,314,0
Student 182,xxxxxxxxxx,152,7
Student 183,xxxxxxxxxx,232,5
Student 184,xxxxxxxxxx,99,163
Student 185,xxxxxxxxxx,82,26
Student 186,xxxxxxxxxx,136,40
Student 187,xxxxxxxxxx,189,18
Student 188,xxxxxxxxxx,340,11
